datacenter_reference,deployment_id,deployment_guid,receiver_manufacturer,receiver_model,receiver_serial_number,receiver_reference_type,receiver_reference_id
OTN-Global,GMEN-MED03-VR2W-101374-2015,OTN-GlobalGMENGMEN-MED03-VR2W-101374-2015,VEMCO,VR2W,101374,ManmadePlatform,GMEN_MED03
OTN-Global,GMEN-MED03-VR2W-107726-2014,OTN-GlobalGMENGMEN-MED03-VR2W-107726-2014,VEMCO,VR2W,107726,ManmadePlatform,GMEN_MED03
OTN-Global,GMEN-NGLP-VR2-1625-2011,OTN-GlobalGMENGMEN-NGLP-VR2-1625-2011,VEMCO,VR2,1625,ManmadePlatform,GMEN_NGLP
OTN-Global,GMEN-NGLP-VR2-1931-2010,OTN-GlobalGMENGMEN-NGLP-VR2-1931-2010,VEMCO,VR2,1931,ManmadePlatform,GMEN_NGLP
OTN-Global,GMEN-NGLP-VR2-2645-2012,OTN-GlobalGMENGMEN-NGLP-VR2-2645-2012,VEMCO,VR2,2645,ManmadePlatform,GMEN_NGLP
OTN-Global,GMEN-NGLP-VR2-2675-2009,OTN-GlobalGMENGMEN-NGLP-VR2-2675-2009,VEMCO,VR2,2675,ManmadePlatform,GMEN_NGLP
OTN-Global,GMEN-NGLP-VR2-7848-2011,OTN-GlobalGMENGMEN-NGLP-VR2-7848-2011,VEMCO,VR2,7848,ManmadePlatform,GMEN_NGLP
OTN-Global,GMEN-NGLP-VR2W-105586-2013,OTN-GlobalGMENGMEN-NGLP-VR2W-105586-2013,VEMCO,VR2W,105586,ManmadePlatform,GMEN_NGLP
OTN-Global,GMEN-NGLP-VR2W-106541-2014,OTN-GlobalGMENGMEN-NGLP-VR2W-106541-2014,VEMCO,VR2W,106541,ManmadePlatform,GMEN_NGLP
OTN-Global,GMEN-NGLP-VR2W-106541-2015,OTN-GlobalGMENGMEN-NGLP-VR2W-106541-2015,VEMCO,VR2W,106541,ManmadePlatform,GMEN_NGLP
OTN-Global,GMEN-NGRTE1-VR2-2087-2008,OTN-GlobalGMENGMEN-NGRTE1-VR2-2087-2008,VEMCO,VR2,2087,ManmadePlatform,GMEN_NGRTE1
OTN-Global,GMEN-NGSW-VR2-1627-2012,OTN-GlobalGMENGMEN-NGSW-VR2-1627-2012,VEMCO,VR2,1627,ManmadePlatform,GMEN_NGSW
OTN-Global,GMEN-NGSW-VR2-1633-2011,OTN-GlobalGMENGMEN-NGSW-VR2-1633-2011,VEMCO,VR2,1633,ManmadePlatform,GMEN_NGSW
OTN-Global,GMEN-NGSW-VR2-2638-2010,OTN-GlobalGMENGMEN-NGSW-VR2-2638-2010,VEMCO,VR2,2638,ManmadePlatform,GMEN_NGSW
OTN-Global,GMEN-NGSW-VR2-2676-2009,OTN-GlobalGMENGMEN-NGSW-VR2-2676-2009,VEMCO,VR2,2676,ManmadePlatform,GMEN_NGSW
OTN-Global,GMEN-NGSW-VR2-7847-2011,OTN-GlobalGMENGMEN-NGSW-VR2-7847-2011,VEMCO,VR2,7847,ManmadePlatform,GMEN_NGSW
OTN-Global,GMEN-NGSW-VR2W-101366-2013,OTN-GlobalGMENGMEN-NGSW-VR2W-101366-2013,VEMCO,VR2W,101366,ManmadePlatform,GMEN_NGSW
OTN-Global,GMEN-NGSW-VR2W-107724-2014,OTN-GlobalGMENGMEN-NGSW-VR2W-107724-2014,VEMCO,VR2W,107724,ManmadePlatform,GMEN_NGSW
OTN-Global,GMEN-NGSW-VR2W-115078-2015,OTN-GlobalGMENGMEN-NGSW-VR2W-115078-2015,VEMCO,VR2W,115078,ManmadePlatform,GMEN_NGSW
OTN-Global,GMEN-NGTFC-VR2-2681-2008,OTN-GlobalGMENGMEN-NGTFC-VR2-2681-2008,VEMCO,VR2,2681,ManmadePlatform,GMEN_NGTFC
OTN-Global,GMEN-NGTFD-VR2-2638-2008,OTN-GlobalGMENGMEN-NGTFD-VR2-2638-2008,VEMCO,VR2,2638,ManmadePlatform,GMEN_NGTFD
OTN-Global,GMEN-STC01-VR2W-101385-2015,OTN-GlobalGMENGMEN-STC01-VR2W-101385-2015,VEMCO,VR2W,101385,ManmadePlatform,GMEN_STC01
OTN-Global,GMEN-STC01-VR2W-106536-2014,OTN-GlobalGMENGMEN-STC01-VR2W-106536-2014,VEMCO,VR2W,106536,ManmadePlatform,GMEN_STC01
OTN-Global,GMEN-STC02-VR2W-104675-2015,OTN-GlobalGMENGMEN-STC02-VR2W-104675-2015,VEMCO,VR2W,104675,ManmadePlatform,GMEN_STC02
OTN-Global,GMEN-STC02-VR2W-105585-2014,OTN-GlobalGMENGMEN-STC02-VR2W-105585-2014,VEMCO,VR2W,105585,ManmadePlatform,GMEN_STC02
OTN-Global,GMEN-STG01-VR2W-101365-2014,OTN-GlobalGMENGMEN-STG01-VR2W-101365-2014,VEMCO,VR2W,101365,ManmadePlatform,GMEN_STG01
OTN-Global,GMEN-STG03-VR2W-115078-2014,OTN-GlobalGMENGMEN-STG03-VR2W-115078-2014,VEMCO,VR2W,115078,ManmadePlatform,GMEN_STG03
OTN-Global,GMEN-UN01-VR2-1631-2010,OTN-GlobalGMENGMEN-UN01-VR2-1631-2010,VEMCO,VR2,1631,ManmadePlatform,GMEN_UN01
OTN-Global,GMEN-UN01-VR2-1959-2009,OTN-GlobalGMENGMEN-UN01-VR2-1959-2009,VEMCO,VR2,1959,ManmadePlatform,GMEN_UN01
OTN-Global,GMEN-UN01-VR2-2627-2012,OTN-GlobalGMENGMEN-UN01-VR2-2627-2012,VEMCO,VR2,2627,ManmadePlatform,GMEN_UN01
OTN-Global,GMEN-UN01-VR2-2651-2008,OTN-GlobalGMENGMEN-UN01-VR2-2651-2008,VEMCO,VR2,2651,ManmadePlatform,GMEN_UN01
OTN-Global,GMEN-UN01-VR2-2659-2011,OTN-GlobalGMENGMEN-UN01-VR2-2659-2011,VEMCO,VR2,2659,ManmadePlatform,GMEN_UN01
OTN-Global,GMEN-UN01-VR2-7844-2011,OTN-GlobalGMENGMEN-UN01-VR2-7844-2011,VEMCO,VR2,7844,ManmadePlatform,GMEN_UN01
OTN-Global,GMEN-UN01-VR2W-104678-2013,OTN-GlobalGMENGMEN-UN01-VR2W-104678-2013,VEMCO,VR2W,104678,ManmadePlatform,GMEN_UN01
OTN-Global,GMEN-UN01-VR2W-104684-2014,OTN-GlobalGMENGMEN-UN01-VR2W-104684-2014,VEMCO,VR2W,104684,ManmadePlatform,GMEN_UN01
OTN-Global,GMEN-UN01-VR2W-107724-2015,OTN-GlobalGMENGMEN-UN01-VR2W-107724-2015,VEMCO,VR2W,107724,ManmadePlatform,GMEN_UN01
OTN-Global,GMEN-UN02-VR2-1943-2009,OTN-GlobalGMENGMEN-UN02-VR2-1943-2009,VEMCO,VR2,1943,ManmadePlatform,GMEN_UN02
OTN-Global,GMEN-UN02-VR2-2644-2010,OTN-GlobalGMENGMEN-UN02-VR2-2644-2010,VEMCO,VR2,2644,ManmadePlatform,GMEN_UN02
OTN-Global,GMEN-UN02-VR2-2645-2008,OTN-GlobalGMENGMEN-UN02-VR2-2645-2008,VEMCO,VR2,2645,ManmadePlatform,GMEN_UN02
OTN-Global,GMEN-UN02-VR2-2656-2012,OTN-GlobalGMENGMEN-UN02-VR2-2656-2012,VEMCO,VR2,2656,ManmadePlatform,GMEN_UN02
OTN-Global,GMEN-UN02-VR2-2682-2011,OTN-GlobalGMENGMEN-UN02-VR2-2682-2011,VEMCO,VR2,2682,ManmadePlatform,GMEN_UN02
OTN-Global,GMEN-UN02-VR2-7845-2011,OTN-GlobalGMENGMEN-UN02-VR2-7845-2011,VEMCO,VR2,7845,ManmadePlatform,GMEN_UN02
OTN-Global,GMEN-UN02-VR2W-104678-2014,OTN-GlobalGMENGMEN-UN02-VR2W-104678-2014,VEMCO,VR2W,104678,ManmadePlatform,GMEN_UN02
OTN-Global,GMEN-UN02-VR2W-106541-2013,OTN-GlobalGMENGMEN-UN02-VR2W-106541-2013,VEMCO,VR2W,106541,ManmadePlatform,GMEN_UN02
OTN-Global,GMEN-UN02-VR2W-106547-2015,OTN-GlobalGMENGMEN-UN02-VR2W-106547-2015,VEMCO,VR2W,106547,ManmadePlatform,GMEN_UN02
OTN-Global,GMEN-DAM01-105585-2016,OTN-GlobalGMENGMEN-DAM01-105585-2016,VEMCO,VR2W,105585,ManmadePlatform,GMEN_DAM01
OTN-Global,GMEN-DAM02-115077-2016,OTN-GlobalGMENGMEN-DAM02-115077-2016,VEMCO,VR2W,115077,ManmadePlatform,GMEN_DAM02
OTN-Global,GMEN-DAM03-101367-2016,OTN-GlobalGMENGMEN-DAM03-101367-2016,VEMCO,VR2W,101367,ManmadePlatform,GMEN_DAM03
OTN-Global,GMEN-DE02-101382-2016,OTN-GlobalGMENGMEN-DE02-101382-2016,VEMCO,VR2W,101382,ManmadePlatform,GMEN_DE02
OTN-Global,GMEN-DE03-101359-2016,OTN-GlobalGMENGMEN-DE03-101359-2016,VEMCO,VR2W,101359,ManmadePlatform,GMEN_DE03
OTN-Global,GMEN-MED02-125890-2016,OTN-GlobalGMENGMEN-MED02-125890-2016,VEMCO,VR2W,125890,ManmadePlatform,GMEN_MED02
OTN-Global,GMEN-MED03-125888-2016,OTN-GlobalGMENGMEN-MED03-125888-2016,VEMCO,VR2W,125888,ManmadePlatform,GMEN_MED03
OTN-Global,GMEN-NGLP-115083-2016,OTN-GlobalGMENGMEN-NGLP-115083-2016,VEMCO,VR2W,115083,ManmadePlatform,GMEN_NGLP
OTN-Global,GMEN-NGSW-115076-2016,OTN-GlobalGMENGMEN-NGSW-115076-2016,VEMCO,VR2W,115076,ManmadePlatform,GMEN_NGSW
OTN-Global,GMEN-SHP01-545684-2016,OTN-GlobalGMENGMEN-SHP01-545684-2016,VEMCO,VR2AR,545684,ManmadePlatform,GMEN_SHP01
OTN-Global,GMEN-SHP02-545686-2016,OTN-GlobalGMENGMEN-SHP02-545686-2016,VEMCO,VR2AR,545686,ManmadePlatform,GMEN_SHP02
OTN-Global,GMEN-STC01-104679-2016,OTN-GlobalGMENGMEN-STC01-104679-2016,VEMCO,VR2W,104679,ManmadePlatform,GMEN_STC01
OTN-Global,GMEN-STC02-109568-2016,OTN-GlobalGMENGMEN-STC02-109568-2016,VEMCO,VR2W,109568,ManmadePlatform,GMEN_STC02
OTN-Global,GMEN-STG01-121004-2016,OTN-GlobalGMENGMEN-STG01-121004-2016,VEMCO,VR2W,121004,ManmadePlatform,GMEN_STG01
OTN-Global,GMEN-STG02-115089-2016,OTN-GlobalGMENGMEN-STG02-115089-2016,VEMCO,VR2W,115089,ManmadePlatform,GMEN_STG02
OTN-Global,GMEN-STG03-125897-2016,OTN-GlobalGMENGMEN-STG03-125897-2016,VEMCO,VR2W,125897,ManmadePlatform,GMEN_STG03
OTN-Global,GMEN-TMOLT05-101358-2013,OTN-GlobalGMENGMEN-TMOLT05-101358-2013,VEMCO,VR2W,101358,ManmadePlatform,GMEN_TMOLT05
OTN-Global,GMEN-TMOLT05-104676-2012,OTN-GlobalGMENGMEN-TMOLT05-104676-2012,VEMCO,VR2W,104676,ManmadePlatform,GMEN_TMOLT05
OTN-Global,GMEN-TMOLT05-115064-2014,OTN-GlobalGMENGMEN-TMOLT05-115064-2014,VEMCO,VR2W,115064,ManmadePlatform,GMEN_TMOLT05
OTN-Global,GMEN-TMOLT05-115065-2015,OTN-GlobalGMENGMEN-TMOLT05-115065-2015,VEMCO,VR2W,115065,ManmadePlatform,GMEN_TMOLT05
OTN-Global,GMEN-TMOLT05-125896-2016,OTN-GlobalGMENGMEN-TMOLT05-125896-2016,VEMCO,VR2W,125896,ManmadePlatform,GMEN_TMOLT05
OTN-Global,GMEN-TMOLT06-106530-2015,OTN-GlobalGMENGMEN-TMOLT06-106530-2015,VEMCO,VR2W,106530,ManmadePlatform,GMEN_TMOLT06
OTN-Global,GMEN-TMOLT06-106531-2016,OTN-GlobalGMENGMEN-TMOLT06-106531-2016,VEMCO,VR2W,106531,ManmadePlatform,GMEN_TMOLT06
OTN-Global,GMEN-TMOLT06-107720-2012,OTN-GlobalGMENGMEN-TMOLT06-107720-2012,VEMCO,VR2W,107720,ManmadePlatform,GMEN_TMOLT06
OTN-Global,GMEN-TMOLT06-111480-2014,OTN-GlobalGMENGMEN-TMOLT06-111480-2014,VEMCO,VR2W,111480,ManmadePlatform,GMEN_TMOLT06
OTN-Global,GMEN-TMOLT06-115079-2013,OTN-GlobalGMENGMEN-TMOLT06-115079-2013,VEMCO,VR2W,115079,ManmadePlatform,GMEN_TMOLT06
OTN-Global,GMEN-TMOLT07-101377-2014,OTN-GlobalGMENGMEN-TMOLT07-101377-2014,VEMCO,VR2W,101377,ManmadePlatform,GMEN_TMOLT07
OTN-Global,GMEN-TMOLT07-104677-2012,OTN-GlobalGMENGMEN-TMOLT07-104677-2012,VEMCO,VR2W,104677,ManmadePlatform,GMEN_TMOLT07
OTN-Global,GMEN-TMOLT07-106526-2013,OTN-GlobalGMENGMEN-TMOLT07-106526-2013,VEMCO,VR2W,106526,ManmadePlatform,GMEN_TMOLT07
OTN-Global,GMEN-TMOLT07-115079-2016,OTN-GlobalGMENGMEN-TMOLT07-115079-2016,VEMCO,VR2W,115079,ManmadePlatform,GMEN_TMOLT07
OTN-Global,GMEN-TMOLT07-115087-2015,OTN-GlobalGMENGMEN-TMOLT07-115087-2015,VEMCO,VR2W,115087,ManmadePlatform,GMEN_TMOLT07
OTN-Global,GMEN-TMOLT08-101361-2014,OTN-GlobalGMENGMEN-TMOLT08-101361-2014,VEMCO,VR2W,101361,ManmadePlatform,GMEN_TMOLT08
OTN-Global,GMEN-TMOLT08-104680-2013,OTN-GlobalGMENGMEN-TMOLT08-104680-2013,VEMCO,VR2W,104680,ManmadePlatform,GMEN_TMOLT08
OTN-Global,GMEN-TMOLT08-106547-2012,OTN-GlobalGMENGMEN-TMOLT08-106547-2012,VEMCO,VR2W,106547,ManmadePlatform,GMEN_TMOLT08
OTN-Global,GMEN-TMOLT08-106548-2015,OTN-GlobalGMENGMEN-TMOLT08-106548-2015,VEMCO,VR2W,106548,ManmadePlatform,GMEN_TMOLT08
OTN-Global,GMEN-TMOLT08-125895-2016,OTN-GlobalGMENGMEN-TMOLT08-125895-2016,VEMCO,VR2W,125895,ManmadePlatform,GMEN_TMOLT08
OTN-Global,GMEN-TMOLT10-101385-2014,OTN-GlobalGMENGMEN-TMOLT10-101385-2014,VEMCO,VR2W,101385,ManmadePlatform,GMEN_TMOLT10
OTN-Global,GMEN-TMOLT10-115081-2016,OTN-GlobalGMENGMEN-TMOLT10-115081-2016,VEMCO,VR2W,115081,ManmadePlatform,GMEN_TMOLT10
OTN-Global,GMEN-TMOLT10-121008-2015,OTN-GlobalGMENGMEN-TMOLT10-121008-2015,VEMCO,VR2W,121008,ManmadePlatform,GMEN_TMOLT10
OTN-Global,GMEN-TMOLT11-106542-2016,OTN-GlobalGMENGMEN-TMOLT11-106542-2016,VEMCO,VR2W,106542,ManmadePlatform,GMEN_TMOLT11
OTN-Global,GMEN-TMOLT11-115089-2014,OTN-GlobalGMENGMEN-TMOLT11-115089-2014,VEMCO,VR2W,115089,ManmadePlatform,GMEN_TMOLT11
OTN-Global,GMEN-TMOLT11-121000-2015,OTN-GlobalGMENGMEN-TMOLT11-121000-2015,VEMCO,VR2W,121000,ManmadePlatform,GMEN_TMOLT11
OTN-Global,GMEN-TMOLT12-101363-2015,OTN-GlobalGMENGMEN-TMOLT12-101363-2015,VEMCO,VR2W,101363,ManmadePlatform,GMEN_TMOLT12
OTN-Global,GMEN-TMOLT12-125892-2016,OTN-GlobalGMENGMEN-TMOLT12-125892-2016,VEMCO,VR2W,125892,ManmadePlatform,GMEN_TMOLT12
OTN-Global,GMEN-TMOLT13-115088-2016,OTN-GlobalGMENGMEN-TMOLT13-115088-2016,VEMCO,VR2W,115088,ManmadePlatform,GMEN_TMOLT13
OTN-Global,GMEN-TMOLT13-121010-2015,OTN-GlobalGMENGMEN-TMOLT13-121010-2015,VEMCO,VR2W,121010,ManmadePlatform,GMEN_TMOLT13
OTN-Global,GMEN-UN01-115059-2016,OTN-GlobalGMENGMEN-UN01-115059-2016,VEMCO,VR2W,115059,ManmadePlatform,GMEN_UN01
OTN-Global,GMEN-UN02-106535-2016,OTN-GlobalGMENGMEN-UN02-106535-2016,VEMCO,VR2W,106535,ManmadePlatform,GMEN_UN02
OTN-Global,GMEN-UN03-106539-2016,OTN-GlobalGMENGMEN-UN03-106539-2016,VEMCO,VR2W,106539,ManmadePlatform,GMEN_UN03
OTN-Global,GMG-I-VR2-2664-12,OTN-GlobalGMGGMG-I-VR2-2664-12,VEMCO,VR2,2664,ManmadePlatform,GMG_GMG-I
OTN-Global,GMG-M-VR2-2502-12,OTN-GlobalGMGGMG-M-VR2-2502-12,VEMCO,VR2,2502,ManmadePlatform,GMG_GMG-M
OTN-Global,GMG-M-VR2-2667-11,OTN-GlobalGMGGMG-M-VR2-2667-11,VEMCO,VR2,2667,ManmadePlatform,GMG_GMG-M
OTN-Global,GMG-N-VR2-2665-10,OTN-GlobalGMGGMG-N-VR2-2665-10,VEMCO,VR2,2665,ManmadePlatform,GMG_GMG-N
OTN-Global,GMG-B-VR2-1950-12,OTN-GlobalGMGGMG-B-VR2-1950-12,VEMCO,VR2,1950,ManmadePlatform,GMG_GMG-B
OTN-Global,GMG-A01-VR2W-101358-2012-04-16T19,OTN-GlobalGMGGMG-A01-VR2W-101358-2012-04-16T19,VEMCO,VR2W,101358,ManmadePlatform,GMG_GMG-A01
OTN-Global,GMG-A01-VR2W-101364-2013-10-29T20,OTN-GlobalGMGGMG-A01-VR2W-101364-2013-10-29T20,VEMCO,VR2W,101364,ManmadePlatform,GMG_GMG-A01
OTN-Global,GMG-A01-VR2W-106528-2012-10-23T12,OTN-GlobalGMGGMG-A01-VR2W-106528-2012-10-23T12,VEMCO,VR2W,106528,ManmadePlatform,GMG_GMG-A01
OTN-Global,GMG-A01-VR2W-115060-2015-06-04T11,OTN-GlobalGMGGMG-A01-VR2W-115060-2015-06-04T11,VEMCO,VR2W,115060,ManmadePlatform,GMG_GMG-A01
OTN-Global,GMG-A-VR2-1632-1,OTN-GlobalGMGGMG-A-VR2-1632-1,VEMCO,VR2,1632,ManmadePlatform,GMG_GMG-A
OTN-Global,GMG-A-VR2-2676-2,OTN-GlobalGMGGMG-A-VR2-2676-2,VEMCO,VR2,2676,ManmadePlatform,GMG_GMG-A
OTN-Global,GMG-B-VR2-1931-1,OTN-GlobalGMGGMG-B-VR2-1931-1,VEMCO,VR2,1931,ManmadePlatform,GMG_GMG-B
OTN-Global,GMG-B-VR2-2657-2,OTN-GlobalGMGGMG-B-VR2-2657-2,VEMCO,VR2,2657,ManmadePlatform,GMG_GMG-B
OTN-Global,GMG-C-VR2-1629-1,OTN-GlobalGMGGMG-C-VR2-1629-1,VEMCO,VR2,1629,ManmadePlatform,GMG_GMG-C
OTN-Global,GMG-E-VR2-1953-2,OTN-GlobalGMGGMG-E-VR2-1953-2,VEMCO,VR2,1953,ManmadePlatform,GMG_GMG-E
OTN-Global,GMG-F-VR2-1952-2,OTN-GlobalGMGGMG-F-VR2-1952-2,VEMCO,VR2,1952,ManmadePlatform,GMG_GMG-F
OTN-Global,GMG-F-VR2-2504-1,OTN-GlobalGMGGMG-F-VR2-2504-1,VEMCO,VR2,2504,ManmadePlatform,GMG_GMG-F
OTN-Global,GMG-I-VR2-1945-2,OTN-GlobalGMGGMG-I-VR2-1945-2,VEMCO,VR2,1945,ManmadePlatform,GMG_GMG-I
OTN-Global,GMG-B-VR2-1959-11,OTN-GlobalGMGGMG-B-VR2-1959-11,VEMCO,VR2,1959,ManmadePlatform,GMG_GMG-B
OTN-Global,GMG-A-VR2-1955-11,OTN-GlobalGMGGMG-A-VR2-1955-11,VEMCO,VR2,1955,ManmadePlatform,GMG_GMG-A
OTN-Global,GMG-E-VR2-2669-11,OTN-GlobalGMGGMG-E-VR2-2669-11,VEMCO,VR2,2669,ManmadePlatform,GMG_GMG-E
OTN-Global,GMG-I-VR2-2088-1,OTN-GlobalGMGGMG-I-VR2-2088-1,VEMCO,VR2,2088,ManmadePlatform,GMG_GMG-I
OTN-Global,GMG-J-VR2-1942-2,OTN-GlobalGMGGMG-J-VR2-1942-2,VEMCO,VR2,1942,ManmadePlatform,GMG_GMG-J
OTN-Global,GMG-J-VR2-2498-1,OTN-GlobalGMGGMG-J-VR2-2498-1,VEMCO,VR2,2498,ManmadePlatform,GMG_GMG-J
OTN-Global,GMG-L-VR2-1940-2,OTN-GlobalGMGGMG-L-VR2-1940-2,VEMCO,VR2,1940,ManmadePlatform,GMG_GMG-L
OTN-Global,GMG-M-VR2-1947-2,OTN-GlobalGMGGMG-M-VR2-1947-2,VEMCO,VR2,1947,ManmadePlatform,GMG_GMG-M
OTN-Global,GMG-N-VR2-1623-1,OTN-GlobalGMGGMG-N-VR2-1623-1,VEMCO,VR2,1623,ManmadePlatform,GMG_GMG-N
OTN-Global,GMG-N-VR2-1932-2,OTN-GlobalGMGGMG-N-VR2-1932-2,VEMCO,VR2,1932,ManmadePlatform,GMG_GMG-N
OTN-Global,GMG-A-VR2-2686-3,OTN-GlobalGMGGMG-A-VR2-2686-3,VEMCO,VR2,2686,ManmadePlatform,GMG_GMG-A
OTN-Global,GMG-A-VR2-2516-4,OTN-GlobalGMGGMG-A-VR2-2516-4,VEMCO,VR2,2516,ManmadePlatform,GMG_GMG-A
OTN-Global,GMG-A-VR2-1625-5,OTN-GlobalGMGGMG-A-VR2-1625-5,VEMCO,VR2,1625,ManmadePlatform,GMG_GMG-A
OTN-Global,GMG-A-VR2-1942-6,OTN-GlobalGMGGMG-A-VR2-1942-6,VEMCO,VR2,1942,ManmadePlatform,GMG_GMG-A
OTN-Global,GMG-A-VR2-2631-7,OTN-GlobalGMGGMG-A-VR2-2631-7,VEMCO,VR2,2631,ManmadePlatform,GMG_GMG-A
OTN-Global,GMG-B-VR2-2675-3,OTN-GlobalGMGGMG-B-VR2-2675-3,VEMCO,VR2,2675,ManmadePlatform,GMG_GMG-B
OTN-Global,GMG-B-VR2-1623-4,OTN-GlobalGMGGMG-B-VR2-1623-4,VEMCO,VR2,1623,ManmadePlatform,GMG_GMG-B
OTN-Global,GMG-B-VR2-1628-5,OTN-GlobalGMGGMG-B-VR2-1628-5,VEMCO,VR2,1628,ManmadePlatform,GMG_GMG-B
OTN-Global,GMG-B-VR2-2666-6,OTN-GlobalGMGGMG-B-VR2-2666-6,VEMCO,VR2,2666,ManmadePlatform,GMG_GMG-B
OTN-Global,GMG-B-VR2-2656-7,OTN-GlobalGMGGMG-B-VR2-2656-7,VEMCO,VR2,2656,ManmadePlatform,GMG_GMG-B
OTN-Global,GMG-B-VR2-2686-9,OTN-GlobalGMGGMG-B-VR2-2686-9,VEMCO,VR2,2686,ManmadePlatform,GMG_GMG-B
OTN-Global,GMG-B-VR2-2665-10,OTN-GlobalGMGGMG-B-VR2-2665-10,VEMCO,VR2,2665,ManmadePlatform,GMG_GMG-B
OTN-Global,GMG-C-VR2-2664-3,OTN-GlobalGMGGMG-C-VR2-2664-3,VEMCO,VR2,2664,ManmadePlatform,GMG_GMG-C
OTN-Global,GMG-C-VR2-2503-4,OTN-GlobalGMGGMG-C-VR2-2503-4,VEMCO,VR2,2503,ManmadePlatform,GMG_GMG-C
OTN-Global,GMG-C-VR2-2519-5,OTN-GlobalGMGGMG-C-VR2-2519-5,VEMCO,VR2,2519,ManmadePlatform,GMG_GMG-C
OTN-Global,GMG-C-VR2-2680-6,OTN-GlobalGMGGMG-C-VR2-2680-6,VEMCO,VR2,2680,ManmadePlatform,GMG_GMG-C
OTN-Global,GMG-C-VR2-2648-7,OTN-GlobalGMGGMG-C-VR2-2648-7,VEMCO,VR2,2648,ManmadePlatform,GMG_GMG-C
OTN-Global,GMG-D-VR2-2514-1,OTN-GlobalGMGGMG-D-VR2-2514-1,VEMCO,VR2,2514,ManmadePlatform,GMG_GMG-D
OTN-Global,GMG-D-VR2-2626-2,OTN-GlobalGMGGMG-D-VR2-2626-2,VEMCO,VR2,2626,ManmadePlatform,GMG_GMG-D
OTN-Global,GMG-E-VR2-2677-3,OTN-GlobalGMGGMG-E-VR2-2677-3,VEMCO,VR2,2677,ManmadePlatform,GMG_GMG-E
OTN-Global,GMG-E-VR2-1624-4,OTN-GlobalGMGGMG-E-VR2-1624-4,VEMCO,VR2,1624,ManmadePlatform,GMG_GMG-E
OTN-Global,GMG-E-VR2-1627-5,OTN-GlobalGMGGMG-E-VR2-1627-5,VEMCO,VR2,1627,ManmadePlatform,GMG_GMG-E
OTN-Global,GMG-E-VR2-2665-6,OTN-GlobalGMGGMG-E-VR2-2665-6,VEMCO,VR2,2665,ManmadePlatform,GMG_GMG-E
OTN-Global,GMG-E-VR2-2644-7,OTN-GlobalGMGGMG-E-VR2-2644-7,VEMCO,VR2,2644,ManmadePlatform,GMG_GMG-E
OTN-Global,GMG-E-VR2-1955-9,OTN-GlobalGMGGMG-E-VR2-1955-9,VEMCO,VR2,1955,ManmadePlatform,GMG_GMG-E
OTN-Global,GMG-E-VR2-2636-10,OTN-GlobalGMGGMG-E-VR2-2636-10,VEMCO,VR2,2636,ManmadePlatform,GMG_GMG-E
OTN-Global,GMG-F-VR2-2644-3,OTN-GlobalGMGGMG-F-VR2-2644-3,VEMCO,VR2,2644,ManmadePlatform,GMG_GMG-F
OTN-Global,GMG-A-VR2-2636-8,OTN-GlobalGMGGMG-A-VR2-2636-8,VEMCO,VR2,2636,ManmadePlatform,GMG_GMG-A
OTN-Global,GMG-A-VR2-2630-10,OTN-GlobalGMGGMG-A-VR2-2630-10,VEMCO,VR2,2630,ManmadePlatform,GMG_GMG-A
OTN-Global,GMG-B-VR2-2680-8,OTN-GlobalGMGGMG-B-VR2-2680-8,VEMCO,VR2,2680,ManmadePlatform,GMG_GMG-B
OTN-Global,GMG-F-VR2-2504-4,OTN-GlobalGMGGMG-F-VR2-2504-4,VEMCO,VR2,2504,ManmadePlatform,GMG_GMG-F
OTN-Global,GMG-F-VR2-1633-5,OTN-GlobalGMGGMG-F-VR2-1633-5,VEMCO,VR2,1633,ManmadePlatform,GMG_GMG-F
OTN-Global,GMG-F-VR2-2682-6,OTN-GlobalGMGGMG-F-VR2-2682-6,VEMCO,VR2,2682,ManmadePlatform,GMG_GMG-F
OTN-Global,GMG-F-VR2-2679-7,OTN-GlobalGMGGMG-F-VR2-2679-7,VEMCO,VR2,2679,ManmadePlatform,GMG_GMG-F
OTN-Global,GMG-F-VR2-2650-9,OTN-GlobalGMGGMG-F-VR2-2650-9,VEMCO,VR2,2650,ManmadePlatform,GMG_GMG-F
OTN-Global,GMG-F-VR2-1942-10,OTN-GlobalGMGGMG-F-VR2-1942-10,VEMCO,VR2,1942,ManmadePlatform,GMG_GMG-F
OTN-Global,GMG-L-VR2-1629-4,OTN-GlobalGMGGMG-L-VR2-1629-4,VEMCO,VR2,1629,ManmadePlatform,GMG_GMG-L
OTN-Global,GMG-L-VR2-1956-5,OTN-GlobalGMGGMG-L-VR2-1956-5,VEMCO,VR2,1956,ManmadePlatform,GMG_GMG-L
OTN-Global,GMG-M-VR2-2678-3,OTN-GlobalGMGGMG-M-VR2-2678-3,VEMCO,VR2,2678,ManmadePlatform,GMG_GMG-M
OTN-Global,GMG-M-VR2-1634-4,OTN-GlobalGMGGMG-M-VR2-1634-4,VEMCO,VR2,1634,ManmadePlatform,GMG_GMG-M
OTN-Global,GMG-M-VR2-2640-5,OTN-GlobalGMGGMG-M-VR2-2640-5,VEMCO,VR2,2640,ManmadePlatform,GMG_GMG-M
