platform_project_reference,datacenter_reference,platform_reference_id,platform_guid,platform_type,platform_depth,platform_name,latitude,longitude
ASF,OTN-Global,CB1-2016,OTN-GlobalASFCB1-2016,Underwater mooring,7.9248,CB1-2016,47.8172,-65.2099
ASF,OTN-Global,CB12-2015,OTN-GlobalASFCB12-2015,Underwater mooring,71.628,CB12-2015,47.887775,-65.2748283
ASF,OTN-Global,CB12-2016,OTN-GlobalASFCB12-2016,Underwater mooring,71.628,CB12-2016,47.8878,-65.2748
ASF,OTN-Global,CB13-2015,OTN-GlobalASFCB13-2015,Underwater mooring,73.152,CB13-2015,47.89413,-65.28072
ASF,OTN-Global,CB13-2016,OTN-GlobalASFCB13-2016,Underwater mooring,73.152,CB13-2016,47.8941,-65.2807
ASF,OTN-Global,CB14-2015,OTN-GlobalASFCB14-2015,Underwater mooring,73.152,CB14-2015,47.9006767,-65.286695
ASF,OTN-Global,CB14-2016,OTN-GlobalASFCB14-2016,Underwater mooring,73.152,CB14-2016,47.9007,-65.2867
ASF,OTN-Global,CB15-2015,OTN-GlobalASFCB15-2015,Underwater mooring,73.152,CB15-2015,47.9070883,-65.29259
ASF,OTN-Global,CB15-2016,OTN-GlobalASFCB15-2016,Underwater mooring,73.152,CB15-2016,47.9071,-65.2926
ASF,OTN-Global,CB16-2015,OTN-GlobalASFCB16-2015,Underwater mooring,73.152,CB16-2015,47.9133733,-65.2984
ASF,OTN-Global,CB16-2016,OTN-GlobalASFCB16-2016,Underwater mooring,73.152,CB16-2016,47.9134,-65.2984
ASF,OTN-Global,CB17-2015,OTN-GlobalASFCB17-2015,Underwater mooring,73.152,CB17-2015,47.9199267,-65.3039883
ASF,OTN-Global,CB17-2016,OTN-GlobalASFCB17-2016,Underwater mooring,73.152,CB17-2016,47.9199,-65.304
ASF,OTN-Global,CB18-2015,OTN-GlobalASFCB18-2015,Underwater mooring,73.152,CB18-2015,47.926345,-65.3101067
ASF,OTN-Global,CB18-2016,OTN-GlobalASFCB18-2016,Underwater mooring,73.152,CB18-2016,47.9263,-65.3101
ASF,OTN-Global,CB19-2015,OTN-GlobalASFCB19-2015,Underwater mooring,68.58,CB19-2015,47.932735,-65.3159983
ASF,OTN-Global,CB19-2016,OTN-GlobalASFCB19-2016,Underwater mooring,68.58,CB19-2016,47.9327,-65.316
ASF,OTN-Global,CB20-2015,OTN-GlobalASFCB20-2015,Underwater mooring,65.532,CB20-2015,47.9392583,-65.3219417
ASF,OTN-Global,CB20-2016,OTN-GlobalASFCB20-2016,Underwater mooring,65.532,CB20-2016,47.9393,-65.3219
ASF,OTN-Global,CB21-2015,OTN-GlobalASFCB21-2015,Underwater mooring,60.96,CB21-2015,47.9456733,-65.327835
ASF,OTN-Global,CB21-2016,OTN-GlobalASFCB21-2016,Underwater mooring,60.96,CB21-2016,47.9457,-65.3278
ASF,OTN-Global,CB2-2015,OTN-GlobalASFCB2-2015,Underwater mooring,30.48,CB2-2015,47.8236083,-65.2159533
ASF,OTN-Global,CB2-2016,OTN-GlobalASFCB2-2016,Underwater mooring,30.48,CB2-2016,47.8236,-65.216
ASF,OTN-Global,CB22-2015,OTN-GlobalASFCB22-2015,Underwater mooring,57.912,CB22-2015,47.9520783,-65.333825
ASF,OTN-Global,CB22-2016,OTN-GlobalASFCB22-2016,Underwater mooring,57.912,CB22-2016,47.9521,-65.3338
ASF,OTN-Global,CB23-2015,OTN-GlobalASFCB23-2015,Underwater mooring,51.816,CB23-2015,47.9585867,-65.3397367
ASF,OTN-Global,CB23-2016,OTN-GlobalASFCB23-2016,Underwater mooring,51.816,CB23-2016,47.9586,-65.3397
ASF,OTN-Global,CB24-2015,OTN-GlobalASFCB24-2015,Underwater mooring,45.72,CB24-2015,47.9648783,-65.3456267
ASF,OTN-Global,CB24-2016,OTN-GlobalASFCB24-2016,Underwater mooring,45.72,CB24-2016,47.9649,-65.3456
ASF,OTN-Global,CB25-2015,OTN-GlobalASFCB25-2015,Underwater mooring,45.72,CB25-2015,47.9713567,-65.351565
ASF,OTN-Global,CB25-2016,OTN-GlobalASFCB25-2016,Underwater mooring,45.72,CB25-2016,47.9714,-65.3516
ASF,OTN-Global,CB26-2015,OTN-GlobalASFCB26-2015,Underwater mooring,39.624,CB26-2015,47.97775,-65.3574817
ASF,OTN-Global,CB26-2016,OTN-GlobalASFCB26-2016,Underwater mooring,39.624,CB26-2016,47.9778,-65.3575
ASF,OTN-Global,CB27-2015,OTN-GlobalASFCB27-2015,Underwater mooring,30.48,CB27-2015,47.98415,-65.363446
ASF,OTN-Global,CB27-2016,OTN-GlobalASFCB27-2016,Underwater mooring,30.48,CB27-2016,47.9842,-65.3634
ASF,OTN-Global,CB28-2015,OTN-GlobalASFCB28-2015,Underwater mooring,18.288,CB28-2015,47.9906183,-65.3689867
ASF,OTN-Global,CB28-2016,OTN-GlobalASFCB28-2016,Underwater mooring,18.288,CB28-2016,47.9906,-65.369
ASF,OTN-Global,CB3-2015,OTN-GlobalASFCB3-2015,Underwater mooring,36.576,CB3-2015,47.8299233,-65.2216583
ASF,OTN-Global,CB3-2016,OTN-GlobalASFCB3-2016,Underwater mooring,36.576,CB3-2016,47.8299,-65.2217
ASF,OTN-Global,CB4-2015,OTN-GlobalASFCB4-2015,Underwater mooring,39.624,CB4-2015,47.8362867,-65.22753
ASF,OTN-Global,CB4-2016,OTN-GlobalASFCB4-2016,Underwater mooring,39.624,CB4-2016,47.8363,-65.2275
ASF,OTN-Global,CB5-2015,OTN-GlobalASFCB5-2015,Underwater mooring,48.768,CB5-2015,47.8428533,-65.2334017
ASF,OTN-Global,CB5-2016,OTN-GlobalASFCB5-2016,Underwater mooring,48.768,CB5-2016,47.8429,-65.2334
ASF,OTN-Global,CB6-2015,OTN-GlobalASFCB6-2015,Underwater mooring,57.912,CB6-2015,47.8493508,-65.2394307
ASF,OTN-Global,CB6-2016,OTN-GlobalASFCB6-2016,Underwater mooring,57.912,CB6-2016,47.8494,-65.2394
ASF,OTN-Global,CB7-2015,OTN-GlobalASFCB7-2015,Underwater mooring,67.056,CB7-2015,47.8556033,-65.2451833
ASF,OTN-Global,CB7-2016,OTN-GlobalASFCB7-2016,Underwater mooring,67.056,CB7-2016,47.8556,-65.2452
ASF,OTN-Global,CB8-2015,OTN-GlobalASFCB8-2015,Underwater mooring,70.104,CB8-2015,47.8621117,-65.2510683
ASF,OTN-Global,CB8-2016,OTN-GlobalASFCB8-2016,Underwater mooring,70.104,CB8-2016,47.8621,-65.2511
ASF,OTN-Global,CB9-2015,OTN-GlobalASFCB9-2015,Underwater mooring,65.532,CB9-2015,47.8684867,-65.2569633
ASF,OTN-Global,CB9-2016,OTN-GlobalASFCB9-2016,Underwater mooring,65.532,CB9-2016,47.8685,-65.257
ASF,OTN-Global,Chatham,OTN-GlobalASFChatham,Underwater mooring,5.5,Chatham,47.02027609,-65.49746157
ASF,OTN-Global,Chatham 200,OTN-GlobalASFChatham 200,Underwater mooring,5,Chatham 200,47.0223,-65.4965
ASF,OTN-Global,Chatham 275,OTN-GlobalASFChatham 275,Underwater mooring,5,Chatham 275,47.02141,-65.49646
ASF,OTN-Global,Chatham 450,OTN-GlobalASFChatham 450,Underwater mooring,5,Chatham 450,47.01994,-65.4954
ASF,OTN-Global,Chatham 550,OTN-GlobalASFChatham 550,Underwater mooring,11,Chatham 550,47.01893,-65.49534
ASF,OTN-Global,Chatham-2015,OTN-GlobalASFChatham-2015,Underwater mooring,6.3,Chatham-2015,47.021017,-65.495717
ASF,OTN-Global,Chatham-2016,OTN-GlobalASFChatham-2016,Underwater mooring,6.3,Chatham-2016,47.0211,-65.4954
ASF,OTN-Global,DAL 1-2015,OTN-GlobalASFDAL 1-2015,Underwater mooring,10,DAL 1-2015,48.064167,-66.34625
ASF,OTN-Global,DAL 1-2016,OTN-GlobalASFDAL 1-2016,Underwater mooring,10,DAL 1-2016,48.0635,-66.3468
ASF,OTN-Global,DAL 2-2015,OTN-GlobalASFDAL 2-2015,Underwater mooring,20,DAL 2-2015,48.069494,-66.338775
ASF,OTN-Global,DAL 2-2016,OTN-GlobalASFDAL 2-2016,Underwater mooring,20,DAL 2-2016,48.0695,-66.3388
ASF,OTN-Global,DAL 3-2015,OTN-GlobalASFDAL 3-2015,Underwater mooring,9,DAL 3-2015,48.074367,-66.33145
ASF,OTN-Global,DAL 3-2016,OTN-GlobalASFDAL 3-2016,Underwater mooring,12,DAL 3-2016,48.0746,-66.3322
ASF,OTN-Global,Dal1,OTN-GlobalASFDal1,Underwater mooring,Null,Dal1,48.0635,-66.34683
ASF,OTN-Global,Dal2,OTN-GlobalASFDal2,Underwater mooring,Null,Dal2,48.0683,-66.33784
ASF,OTN-Global,Dal3,OTN-GlobalASFDal3,Underwater mooring,Null,Dal3,48.07462,-66.33224
ASF,OTN-Global,DALJ 1-2015,OTN-GlobalASFDALJ 1-2015,Underwater mooring,9,DALJ 1-2015,48.04458,-66.53629
ASF,OTN-Global,DALJ 1-2016,OTN-GlobalASFDALJ 1-2016,Underwater mooring,9,DALJ 1-2016,48.0441,-66.5358
ASF,OTN-Global,DALJ 2-2015,OTN-GlobalASFDALJ 2-2015,Underwater mooring,9,DALJ 2-2015,48.05157,-66.53998
ASF,OTN-Global,DALJ 2-2016,OTN-GlobalASFDALJ 2-2016,Underwater mooring,9,DALJ 2-2016,48.0516,-66.54
ASF,OTN-Global,Eel Ground-2015,OTN-GlobalASFEel Ground-2015,Underwater mooring,6,Eel Ground-2015,46.9602,-65.62155
ASF,OTN-Global,Eel Ground-2016,OTN-GlobalASFEel Ground-2016,Underwater mooring,6,Eel Ground-2016,46.9603,-65.6215
ASF,OTN-Global,Enclosure-2015,OTN-GlobalASFEnclosure-2015,Underwater mooring,6,Enclosure-2015,46.9595,-65.5846
ASF,OTN-Global,Enclosure-2016,OTN-GlobalASFEnclosure-2016,Underwater mooring,6,Enclosure-2016,46.9593,-65.5843
ASF,OTN-Global,French Fort Cove,OTN-GlobalASFFrench Fort Cove,Underwater mooring,9,French Fort Cove,47.01496195,-65.54304928
ASF,OTN-Global,French Fort Cove-2015,OTN-GlobalASFFrench Fort Cove-2015,Underwater mooring,7.5,French Fort Cove-2015,47.0149,-65.543333
ASF,OTN-Global,French Fort Cove-2016,OTN-GlobalASFFrench Fort Cove-2016,Underwater mooring,7.5,French Fort Cove-2016,47.015,-65.5433
ASF,OTN-Global,Hackett's Beach,OTN-GlobalASFHackett's Beach,Underwater mooring,5,Hackett's Beach,46.95781,-65.67284
ASF,OTN-Global,Hackett's Beach 100,OTN-GlobalASFHackett's Beach 100,Underwater mooring,5,Hackett's Beach 100,46.9586423,-65.67353342
ASF,OTN-Global,Hackett's Beach 345,OTN-GlobalASFHackett's Beach 345,Underwater mooring,5,Hackett's Beach 345,46.95673,-65.67212
ASF,OTN-Global,Hacketts Beach-2015,OTN-GlobalASFHacketts Beach-2015,Underwater mooring,7,Hacketts Beach-2015,46.957567,-65.672917
ASF,OTN-Global,Hacketts Beach-2016,OTN-GlobalASFHacketts Beach-2016,Underwater mooring,7,Hacketts Beach-2016,46.9576,-65.6726
ASF,OTN-Global,Huckleberry 1,OTN-GlobalASFHuckleberry 1,Underwater mooring,1.1,Huckleberry 1,47.07715633,-64.95340935
ASF,OTN-Global,Huckleberry 1-2015,OTN-GlobalASFHuckleberry 1-2015,Underwater mooring,1,Huckleberry 1-2015,47.077183,-64.953417
ASF,OTN-Global,Huckleberry 1-2016,OTN-GlobalASFHuckleberry 1-2016,Underwater mooring,1,Huckleberry 1-2016,47.0772,-64.9534
ASF,OTN-Global,Huckleberry 2-2015,OTN-GlobalASFHuckleberry 2-2015,Underwater mooring,1,Huckleberry 2-2015,47.077667,-64.951117
ASF,OTN-Global,Huckleberry 2-2016,OTN-GlobalASFHuckleberry 2-2016,Underwater mooring,1,Huckleberry 2-2016,47.0777,-64.9511
ASF,OTN-Global,Johnson Bridge-2015,OTN-GlobalASFJohnson Bridge-2015,Underwater mooring,Null,Johnson Bridge-2015,46.96335,-65.82644
ASF,OTN-Global,Johnson Bridge-2016,OTN-GlobalASFJohnson Bridge-2016,Underwater mooring,Null,Johnson Bridge-2016,46.9634,-65.8264
ASF,OTN-Global,Kingston Lane-2015,OTN-GlobalASFKingston Lane-2015,Underwater mooring,Null,Kingston Lane-2015,47.0828,-65.82644
ASF,OTN-Global,Kingston Lane-2016,OTN-GlobalASFKingston Lane-2016,Underwater mooring,Null,Kingston Lane-2016,47.0828,-65.8264
ASF,OTN-Global,L'Anse L'Amour 1,OTN-GlobalASFL'Anse L'Amour 1,Underwater mooring,51.8,L'Anse L'Amour 1,51.461086,-56.88775
ASF,OTN-Global,L'Anse L'Amour 2,OTN-GlobalASFL'Anse L'Amour 2,Underwater mooring,45.7,L'Anse L'Amour 2,51.46857,-56.89445
ASF,OTN-Global,LG1,OTN-GlobalASFLG1,Underwater mooring,Null,LG1,47.71185,-67.43676667
ASF,OTN-Global,Loggieville 135,OTN-GlobalASFLoggieville 135,Underwater mooring,7,Loggieville 135,47.07823333,-65.3932
ASF,OTN-Global,Loggieville 2-2016,OTN-GlobalASFLoggieville 2-2016,Underwater mooring,Null,Loggieville 2-2016,47.0746,-65.3899
ASF,OTN-Global,Loggieville 230,OTN-GlobalASFLoggieville 230,Underwater mooring,7,Loggieville 230,47.07823333,-65.3932
ASF,OTN-Global,Loggieville 505,OTN-GlobalASFLoggieville 505,Underwater mooring,5,Loggieville 505,47.075874,-65.391159
ASF,OTN-Global,Loggieville 660,OTN-GlobalASFLoggieville 660,Underwater mooring,6,Loggieville 660,47.0744,-65.3906
ASF,OTN-Global,Loggieville 835,OTN-GlobalASFLoggieville 835,Underwater mooring,5,Loggieville 835,47.0731,-65.3894
ASF,OTN-Global,Loggieville B-2016,OTN-GlobalASFLoggieville B-2016,Underwater mooring,9.5,Loggieville B-2016,47.0773,-65.3925
ASF,OTN-Global,Loggieville E 150,OTN-GlobalASFLoggieville E 150,Underwater mooring,5,Loggieville E 150,47.0792,-65.39
ASF,OTN-Global,Loggieville E 295,OTN-GlobalASFLoggieville E 295,Underwater mooring,6,Loggieville E 295,47.078,-65.3892
ASF,OTN-Global,Loggieville E 465,OTN-GlobalASFLoggieville E 465,Underwater mooring,7,Loggieville E 465,47.0767,-65.388
ASF,OTN-Global,Loggieville E 650,OTN-GlobalASFLoggieville E 650,Underwater mooring,5,Loggieville E 650,47.0754,-65.3863
ASF,OTN-Global,Loggieville-2015,OTN-GlobalASFLoggieville-2015,Underwater mooring,9.5,Loggieville-2015,47.077583,-65.392683
ASF,OTN-Global,Loggieville-2016,OTN-GlobalASFLoggieville-2016,Underwater mooring,9.5,Loggieville-2016,47.0773,-65.3925
ASF,OTN-Global,Mann Mountain Settlement-2015,OTN-GlobalASFMann Mountain Settlement-2015,Underwater mooring,Null,Mann Mountain Settlement-2015,47.962017,-66.94365
ASF,OTN-Global,Mann Mtn 1-2016,OTN-GlobalASFMann Mtn 1-2016,Underwater mooring,Null,Mann Mtn 1-2016,47.962,-66.9437
ASF,OTN-Global,Mann Mtn 2-2016,OTN-GlobalASFMann Mtn 2-2016,Underwater mooring,Null,Mann Mtn 2-2016,47.962,-66.9437
ASF,OTN-Global,Middle Island,OTN-GlobalASFMiddle Island,Underwater mooring,9,Middle Island,47.05513353,-65.45659882
ASF,OTN-Global,Middle Island-2015,OTN-GlobalASFMiddle Island-2015,Underwater mooring,10,Middle Island-2015,47.055067,-65.456983
ASF,OTN-Global,Middle Island-2016,OTN-GlobalASFMiddle Island-2016,Underwater mooring,10,Middle Island-2016,47.0553,-65.4557
ASF,OTN-Global,Millerton-2015,OTN-GlobalASFMillerton-2015,Underwater mooring,4,Millerton-2015,46.881517,-65.6588
ASF,OTN-Global,Millerton-2016,OTN-GlobalASFMillerton-2016,Underwater mooring,4,Millerton-2016,46.8763,-65.664
ASF,OTN-Global,Millstream-2015,OTN-GlobalASFMillstream-2015,Underwater mooring,4.3,Millstream-2015,46.964833,-65.709583
ASF,OTN-Global,Millstream-2016,OTN-GlobalASFMillstream-2016,Underwater mooring,4.3,Millstream-2016,46.9651,-65.7088
ASF,OTN-Global,Miners Bridge-2016,OTN-GlobalASFMiners Bridge-2016,Underwater mooring,Null,Miners Bridge-2016,47.1929,-65.8802
ASF,OTN-Global,MM1,OTN-GlobalASFMM1,Underwater mooring,Null,MM1,47.96011944,-66.944875
ASF,OTN-Global,MM2,OTN-GlobalASFMM2,Underwater mooring,Null,MM2,47.95988333,-66.94414444
ASF,OTN-Global,N. Portage 1-2015,OTN-GlobalASFN. Portage 1-2015,Underwater mooring,10,N. Portage 1-2015,47.147483,-65.055717
ASF,OTN-Global,N. Portage 1-2016,OTN-GlobalASFN. Portage 1-2016,Underwater mooring,10,N. Portage 1-2016,47.1475,-65.0557
ASF,OTN-Global,N. Portage 2-2015,OTN-GlobalASFN. Portage 2-2015,Underwater mooring,11,N. Portage 2-2015,47.14785,-65.04855
ASF,OTN-Global,N. Portage 2-2016,OTN-GlobalASFN. Portage 2-2016,Underwater mooring,11,N. Portage 2-2016,47.1479,-65.0486
ASF,OTN-Global,N. Portage 3-2015,OTN-GlobalASFN. Portage 3-2015,Underwater mooring,13,N. Portage 3-2015,47.148,-65.0415
ASF,OTN-Global,N. Portage 3-2016,OTN-GlobalASFN. Portage 3-2016,Underwater mooring,13,N. Portage 3-2016,47.148,-65.0415
ASF,OTN-Global,Neguac 2-2015,OTN-GlobalASFNeguac 2-2015,Underwater mooring,3,Neguac 2-2015,47.20625,-65.038133
ASF,OTN-Global,Neguac 2-2016,OTN-GlobalASFNeguac 2-2016,Underwater mooring,3,Neguac 2-2016,47.2063,-65.0381
ASF,OTN-Global,Neguac 3-2015,OTN-GlobalASFNeguac 3-2015,Underwater mooring,2,Neguac 3-2015,47.205883,-65.046267
ASF,OTN-Global,Neguac 3-2016,OTN-GlobalASFNeguac 3-2016,Underwater mooring,2,Neguac 3-2016,47.2059,-65.0463
ASF,OTN-Global,Nelson 140,OTN-GlobalASFNelson 140,Underwater mooring,2.3,Nelson 140,46.9888258,-65.5605298
ASF,OTN-Global,Nelson 350,OTN-GlobalASFNelson 350,Underwater mooring,6,Nelson 350,46.98781,-65.55778
ASF,OTN-Global,Nelson 445,OTN-GlobalASFNelson 445,Underwater mooring,11,Nelson 445,46.98873,-65.55643
ASF,OTN-Global,Nelson-2015,OTN-GlobalASFNelson-2015,Underwater mooring,4.1,Nelson-2015,46.98775,-65.55915
ASF,OTN-Global,Nelson-2016,OTN-GlobalASFNelson-2016,Underwater mooring,4.1,Nelson-2016,46.9874,-65.5591
ASF,OTN-Global,Parks Landing-2015,OTN-GlobalASFParks Landing-2015,Underwater mooring,5,Parks Landing-2015,46.93221,-65.79787
ASF,OTN-Global,Parks Landing-2016,OTN-GlobalASFParks Landing-2016,Underwater mooring,5,Parks Landing-2016,46.9324,-65.7976
ASF,OTN-Global,PODLB,OTN-GlobalASFPODLB,Underwater mooring,105,PODLB,51.4591,-56.8179
ASF,OTN-Global,PODNL,OTN-GlobalASFPODNL,Underwater mooring,105,PODNL,51.3705,-56.7461
ASF,OTN-Global,Quarryville-2015,OTN-GlobalASFQuarryville-2015,Underwater mooring,Null,Quarryville-2015,46.829933,-65.783867
ASF,OTN-Global,Quarryville-2016,OTN-GlobalASFQuarryville-2016,Underwater mooring,Null,Quarryville-2016,46.8296,-65.7843
ASF,OTN-Global,Red Bank-2015,OTN-GlobalASFRed Bank-2015,Underwater mooring,5,Red Bank-2015,46.94094,-65.81902
ASF,OTN-Global,Red Bank-2016,OTN-GlobalASFRed Bank-2016,Underwater mooring,5,Red Bank-2016,46.9409,-65.819
ASF,OTN-Global,REST 4-2015,OTN-GlobalASFREST 4-2015,Underwater mooring,6.096,REST 4-2015,48.01045,-66.675533
ASF,OTN-Global,REST 4-2016,OTN-GlobalASFREST 4-2016,Underwater mooring,6.096,REST 4-2016,48.0105,-66.6755
ASF,OTN-Global,REST 5-2015,OTN-GlobalASFREST 5-2015,Underwater mooring,5.4864,REST 5-2015,48.011683,-66.676567
ASF,OTN-Global,REST 5-2016,OTN-GlobalASFREST 5-2016,Underwater mooring,5.4864,REST 5-2016,48.0117,-66.6766
ASF,OTN-Global,REST 6-2015,OTN-GlobalASFREST 6-2015,Underwater mooring,3.6576,REST 6-2015,48.013183,-66.677867
ASF,OTN-Global,REST 6-2016,OTN-GlobalASFREST 6-2016,Underwater mooring,3.6576,REST 6-2016,48.0132,-66.6779
ASF,OTN-Global,REST4,OTN-GlobalASFREST4,Underwater mooring,Null,REST4,48.01045,-66.675533
ASF,OTN-Global,REST5,OTN-GlobalASFREST5,Underwater mooring,Null,REST5,48.011683,-66.676567
ASF,OTN-Global,REST6,OTN-GlobalASFREST6,Underwater mooring,Null,REST6,48.013183,-66.677867
ASF,OTN-Global,RP1,OTN-GlobalASFRP1,Underwater mooring,Null,RP1,47.88358333,-67.23833333
ASF,OTN-Global,S. Portage 11-2015,OTN-GlobalASFS. Portage 11-2015,Underwater mooring,5,S. Portage 11-2015,47.13637,-65.05188
ASF,OTN-Global,S. Portage 11-2016,OTN-GlobalASFS. Portage 11-2016,Underwater mooring,5,S. Portage 11-2016,47.1364,-65.0519
ASF,OTN-Global,S. Portage 1-2015,OTN-GlobalASFS. Portage 1-2015,Underwater mooring,6,S. Portage 1-2015,47.141433,-65.053233
ASF,OTN-Global,S. Portage 1-2016,OTN-GlobalASFS. Portage 1-2016,Underwater mooring,6,S. Portage 1-2016,47.1414,-65.0532
ASF,OTN-Global,S. Portage 2-2015,OTN-GlobalASFS. Portage 2-2015,Underwater mooring,9,S. Portage 2-2015,47.14215,-65.04465
ASF,OTN-Global,S. Portage 2-2016,OTN-GlobalASFS. Portage 2-2016,Underwater mooring,9,S. Portage 2-2016,47.1422,-65.0447
ASF,OTN-Global,S. Portage 3-2015,OTN-GlobalASFS. Portage 3-2015,Underwater mooring,11,S. Portage 3-2015,47.1414,-65.0392
ASF,OTN-Global,S. Portage 3-2016,OTN-GlobalASFS. Portage 3-2016,Underwater mooring,11,S. Portage 3-2016,47.1414,-65.0392
ASF,OTN-Global,SBX001,OTN-GlobalASFSBX001,Underwater mooring,Null,SBX001,51.37662,-56.61558
ASF,OTN-Global,SBX002,OTN-GlobalASFSBX002,Underwater mooring,Null,SBX002,51.38129,-56.62401
ASF,OTN-Global,SBX003,OTN-GlobalASFSBX003,Underwater mooring,Null,SBX003,51.38595,-56.63243
ASF,OTN-Global,SBX004,OTN-GlobalASFSBX004,Underwater mooring,Null,SBX004,51.39062,-56.64086
ASF,OTN-Global,SBX005,OTN-GlobalASFSBX005,Underwater mooring,Null,SBX005,51.39529,-56.64928
ASF,OTN-Global,SBX006,OTN-GlobalASFSBX006,Underwater mooring,Null,SBX006,51.39995,-56.65771
ASF,OTN-Global,SBX007,OTN-GlobalASFSBX007,Underwater mooring,Null,SBX007,51.40462,-56.66613
ASF,OTN-Global,SBX008,OTN-GlobalASFSBX008,Underwater mooring,Null,SBX008,51.40929,-56.67456
ASF,OTN-Global,SBX009,OTN-GlobalASFSBX009,Underwater mooring,Null,SBX009,51.41396,-56.68298
ASF,OTN-Global,SBX010,OTN-GlobalASFSBX010,Underwater mooring,Null,SBX010,51.41862,-56.69141
ASF,OTN-Global,SBX011,OTN-GlobalASFSBX011,Underwater mooring,Null,SBX011,51.42329,-56.69983
ASF,OTN-Global,SBX012,OTN-GlobalASFSBX012,Underwater mooring,Null,SBX012,51.42796,-56.70826
ASF,OTN-Global,SBX013,OTN-GlobalASFSBX013,Underwater mooring,Null,SBX013,51.43262,-56.71668
ASF,OTN-Global,SBX014,OTN-GlobalASFSBX014,Underwater mooring,Null,SBX014,51.43729,-56.72511
ASF,OTN-Global,SBX015,OTN-GlobalASFSBX015,Underwater mooring,Null,SBX015,51.44196,-56.73353
ASF,OTN-Global,SBX016,OTN-GlobalASFSBX016,Underwater mooring,Null,SBX016,51.44662,-56.74196
ASF,OTN-Global,SBX017,OTN-GlobalASFSBX017,Underwater mooring,Null,SBX017,51.45129,-56.75038
ASF,OTN-Global,SBX018,OTN-GlobalASFSBX018,Underwater mooring,Null,SBX018,51.45596,-56.75881
ASF,OTN-Global,SBX019,OTN-GlobalASFSBX019,Underwater mooring,Null,SBX019,51.46063,-56.76723
ASF,OTN-Global,SBX020,OTN-GlobalASFSBX020,Underwater mooring,Null,SBX020,51.46529,-56.77566
ASF,OTN-Global,SBX021,OTN-GlobalASFSBX021,Underwater mooring,105.2,SBX021,51.46809,-56.78071
ASF,OTN-Global,SBX022,OTN-GlobalASFSBX022,Underwater mooring,106.1,SBX022,51.47089,-56.78577
ASF,OTN-Global,SBX023,OTN-GlobalASFSBX023,Underwater mooring,105.5,SBX023,51.47369,-56.79082
ASF,OTN-Global,SBX024,OTN-GlobalASFSBX024,Underwater mooring,116.7,SBX024,51.47649,-56.79588
ASF,OTN-Global,SBX025,OTN-GlobalASFSBX025,Underwater mooring,Null,SBX025,51.47929,-56.80093
ASF,OTN-Global,SBX026,OTN-GlobalASFSBX026,Underwater mooring,Null,SBX026,51.48396,-56.80936
ASF,OTN-Global,SBX-PODLB,OTN-GlobalASFSBX-PODLB,Underwater mooring,105,SBX-PODLB,51.4591,-56.8179
ASF,OTN-Global,SBX-PODNL,OTN-GlobalASFSBX-PODNL,Underwater mooring,105,SBX-PODNL,51.3705,-56.7461
ASF,OTN-Global,SBX-ST027,OTN-GlobalASFSBX-ST027,Underwater mooring,Null,SBX-ST027,51.3936,-56.646
ASF,OTN-Global,SBX-ST028,OTN-GlobalASFSBX-ST028,Underwater mooring,Null,SBX-ST028,51.4262,-56.7051
ASF,OTN-Global,SBX-ST029,OTN-GlobalASFSBX-ST029,Underwater mooring,Null,SBX-ST029,51.4536,-56.7546
ASF,OTN-Global,SBX-ST030,OTN-GlobalASFSBX-ST030,Underwater mooring,Null,SBX-ST030,51.4542,-56.7557
ASF,OTN-Global,SBX-ST031,OTN-GlobalASFSBX-ST031,Underwater mooring,Null,SBX-ST031,51.4548,-56.7567
ASF,OTN-Global,SBX-ST032,OTN-GlobalASFSBX-ST032,Underwater mooring,Null,SBX-ST032,51.4554,-56.7578
ASF,OTN-Global,SBX-ST033,OTN-GlobalASFSBX-ST033,Underwater mooring,Null,SBX-ST033,51.4667,-56.7782
ASF,OTN-Global,SBX-ST034,OTN-GlobalASFSBX-ST034,Underwater mooring,Null,SBX-ST034,51.4822,-56.8062
ASF,OTN-Global,SBX-ST100,OTN-GlobalASFSBX-ST100,Underwater mooring,Null,SBX-ST100,51.3843,-56.5796
ASF,OTN-Global,SBX-WHARF,OTN-GlobalASFSBX-WHARF,Underwater mooring,2,SBX-WHARF,51.3843,-56.57963
ASF,OTN-Global,SOBI 1,OTN-GlobalASFSOBI 1,Underwater mooring,1.8,SOBI 1,51.3770433,-56.6155133
ASF,OTN-Global,SOBI 10,OTN-GlobalASFSOBI 10,Underwater mooring,81.4,SOBI 10,51.4187183,-56.69033
ASF,OTN-Global,SOBI 10-2015,OTN-GlobalASFSOBI 10-2015,Underwater mooring,81.4,SOBI 10-2015,51.4187183,-56.69033
ASF,OTN-Global,SOBI 10-2016,OTN-GlobalASFSOBI 10-2016,Underwater mooring,81.4,SOBI 10-2016,51.4187,-56.6903
ASF,OTN-Global,SOBI 11,OTN-GlobalASFSOBI 11,Underwater mooring,66.4,SOBI 11,51.4238117,-56.69896
ASF,OTN-Global,SOBI 11-2015,OTN-GlobalASFSOBI 11-2015,Underwater mooring,66.4,SOBI 11-2015,51.4238117,-56.69896
ASF,OTN-Global,SOBI 11-2016,OTN-GlobalASFSOBI 11-2016,Underwater mooring,66.4,SOBI 11-2016,51.4238,-56.699
